LogFilename: 2020-03-08-17:14:08_monitoringLog
JSonLogFilename: 2020-03-08-17:14:08_monitoringLog
vector_extension	format	bitwidth	countValues	repetition	runtime:µs	runtime compr [µs]	size used [byte]	size compr [byte]	runtime decompr [µs]	runtime agg [µs]	check
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	56	134217728	5	1088066	474987	939786240	939786240	476489	81074	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	56	134217728	5	1031268	439151	939524096	939524096	471842	81413	1
scalar<v64<uint64_t>>	uncompr_f	57	134217728	5	105901	0	1073741824	0	0	104238	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	57	134217728	5	1082161	481170	956563456	956563456	477380	84227	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	57	134217728	5	1045843	445574	956301312	956301312	476540	84268	1
scalar<v64<uint64_t>>	uncompr_f	58	134217728	5	115152	0	1073741824	0	0	113488	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	58	134217728	5	1108027	488740	973340672	973340672	483892	95421	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	58	134217728	5	1069285	451626	973078528	973078528	482063	95499	1
scalar<v64<uint64_t>>	uncompr_f	59	134217728	5	105668	0	1073741824	0	0	103992	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	59	134217728	5	1104580	496412	990117888	990117888	480510	87049	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	59	134217728	5	1098118	477357	989855744	989855744	493415	86761	1
scalar<v64<uint64_t>>	uncompr_f	60	134217728	5	115198	0	1073741824	0	0	113521	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	60	134217728	5	1120517	502297	1006895104	1006895104	481365	95713	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	60	134217728	5	1088918	468880	1006632960	1006632960	481087	97744	1
scalar<v64<uint64_t>>	uncompr_f	61	134217728	5	105552	0	1073741824	0	0	103871	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	61	134217728	5	1126046	499321	1023672320	1023672320	495219	89771	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	61	134217728	5	1109128	479449	1023410176	1023410176	481475	89719	1
scalar<v64<uint64_t>>	uncompr_f	62	134217728	5	105643	0	1073741824	0	0	103958	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	62	134217728	5	1145889	515436	1040449536	1040449536	486324	101861	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	62	134217728	5	1122641	478499	1040187392	1040187392	499619	102307	1
scalar<v64<uint64_t>>	uncompr_f	63	134217728	5	105645	0	1073741824	0	0	103950	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	63	134217728	5	1156859	520086	1057226752	1057226752	485480	108709	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	63	134217728	5	1115812	483972	1056964608	1056964608	496378	92571	1
scalar<v64<uint64_t>>	uncompr_f	64	134217728	5	105455	0	1073741824	0	0	103755	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	64	134217728	5	1127141	511448	1074003968	1074003968	486457	85753	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	64	134217728	5	1108980	495784	1073741824	1073741824	485775	83982	1
scalar<v64<uint64_t>>	uncompr_f	1	134217728	6	105780	0	1073741824	0	0	104082	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	1	134217728	6	554710	110606	17039360	17039360	433425	7357	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	1	134217728	6	538247	90716	16777216	16777216	437754	7276	1
scalar<v64<uint64_t>>	uncompr_f	2	134217728	6	105480	0	1073741824	0	0	103765	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	2	134217728	6	560507	116026	33816576	33816576	432707	7496	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	2	134217728	6	543513	99875	33554432	33554432	431827	7497	1
scalar<v64<uint64_t>>	uncompr_f	3	134217728	6	115233	0	1073741824	0	0	113520	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	3	134217728	6	576055	123661	50593792	50593792	438910	8490	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	3	134217728	6	562932	106731	50331648	50331648	442695	8490	1
scalar<v64<uint64_t>>	uncompr_f	4	134217728	6	105562	0	1073741824	0	0	103838	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	4	134217728	6	575899	129020	67371008	67371008	432269	8904	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	4	134217728	6	576751	113833	67108864	67108864	448146	9039	1
scalar<v64<uint64_t>>	uncompr_f	5	134217728	6	105617	0	1073741824	0	0	103898	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	5	134217728	6	588256	137612	84148224	84148224	433734	10536	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	5	134217728	6	570984	120348	83886080	83886080	433793	10431	1
scalar<v64<uint64_t>>	uncompr_f	6	134217728	6	105946	0	1073741824	0	0	104209	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	6	134217728	6	600546	143486	100925440	100925440	438594	11403	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	6	134217728	6	579837	126761	100663296	100663296	434734	11279	1
scalar<v64<uint64_t>>	uncompr_f	7	134217728	6	105667	0	1073741824	0	0	103922	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	7	134217728	6	607807	150716	117702656	117702656	436360	12833	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	7	134217728	6	591100	134853	117440512	117440512	435835	12674	1
scalar<v64<uint64_t>>	uncompr_f	8	134217728	6	105779	0	1073741824	0	0	104028	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	8	134217728	6	613430	156709	134479872	134479872	434675	13650	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	8	134217728	6	611416	138198	134217728	134217728	450331	14466	1
scalar<v64<uint64_t>>	uncompr_f	9	134217728	6	106026	0	1073741824	0	0	104274	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	9	134217728	6	637864	174329	151257088	151257088	438584	15854	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	9	134217728	6	628317	148632	150994944	150994944	454966	15649	1
scalar<v64<uint64_t>>	uncompr_f	10	134217728	6	105856	0	1073741824	0	0	104096	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	10	134217728	6	638355	170815	168034304	168034304	440457	17359	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	10	134217728	6	634541	152271	167772160	167772160	455975	16540	1
scalar<v64<uint64_t>>	uncompr_f	11	134217728	6	115242	0	1073741824	0	0	113477	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	11	134217728	6	647092	177591	184811520	184811520	439485	19609	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	11	134217728	6	643214	158849	184549376	184549376	454629	19331	1
scalar<v64<uint64_t>>	uncompr_f	12	134217728	6	115177	0	1073741824	0	0	113411	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	12	134217728	6	656726	183164	201588736	201588736	442234	20243	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	12	134217728	6	636738	162741	201326592	201326592	443623	19320	1
scalar<v64<uint64_t>>	uncompr_f	13	134217728	6	105604	0	1073741824	0	0	103822	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	13	134217728	6	673550	199006	218365952	218365952	439577	23222	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	13	134217728	6	661657	173725	218103808	218103808	453143	23048	1
scalar<v64<uint64_t>>	uncompr_f	14	134217728	6	115431	0	1073741824	0	0	113656	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	14	134217728	6	670035	196155	235143168	235143168	437185	24263	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	14	134217728	6	657347	186349	234881024	234881024	436376	22215	1
scalar<v64<uint64_t>>	uncompr_f	15	134217728	6	105900	0	1073741824	0	0	104112	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	15	134217728	6	683050	202027	251920384	251920384	440381	27572	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	15	134217728	6	677776	181967	251658240	251658240	455515	27227	1
scalar<v64<uint64_t>>	uncompr_f	16	134217728	6	115520	0	1073741824	0	0	113727	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	16	134217728	6	691248	217036	268697600	268697600	434298	26155	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	16	134217728	6	675630	185907	268435456	268435456	450474	25477	1
scalar<v64<uint64_t>>	uncompr_f	17	134217728	6	115201	0	1073741824	0	0	113409	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	17	134217728	6	700867	215365	285474816	285474816	440320	30780	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	17	134217728	6	687596	206519	285212672	285212672	436089	30516	1
scalar<v64<uint64_t>>	uncompr_f	18	134217728	6	115406	0	1073741824	0	0	113590	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	18	134217728	6	704543	221247	302252032	302252032	436324	31881	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	18	134217728	6	692260	215112	301989888	301989888	433670	28374	1
scalar<v64<uint64_t>>	uncompr_f	19	134217728	6	115369	0	1073741824	0	0	113559	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	19	134217728	6	718194	227657	319029248	319029248	439884	34869	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	19	134217728	6	713980	208575	318767104	318767104	454453	35157	1
scalar<v64<uint64_t>>	uncompr_f	20	134217728	6	115377	0	1073741824	0	0	113564	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	20	134217728	6	725260	233217	335806464	335806464	440809	34700	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	20	134217728	6	690839	211402	335544320	335544320	432352	30668	1
scalar<v64<uint64_t>>	uncompr_f	21	134217728	6	105464	0	1073741824	0	0	103644	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	21	134217728	6	738254	240141	352583680	352583680	441519	39471	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	21	134217728	6	711811	218674	352321536	352321536	436954	39053	1
scalar<v64<uint64_t>>	uncompr_f	22	134217728	6	105703	0	1073741824	0	0	103880	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	22	134217728	6	741716	246549	369360896	369360896	442572	34823	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	22	134217728	6	735313	230032	369098752	369098752	453248	34418	1
scalar<v64<uint64_t>>	uncompr_f	23	134217728	6	105783	0	1073741824	0	0	103957	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	23	134217728	6	762338	254201	386138112	386138112	446300	43368	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	23	134217728	6	735702	234214	385875968	385875968	439833	43145	1
scalar<v64<uint64_t>>	uncompr_f	24	134217728	6	115369	0	1073741824	0	0	113535	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	24	134217728	6	771904	258381	402915328	402915328	453202	41160	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	24	134217728	6	736649	246099	402653184	402653184	434713	36645	1
scalar<v64<uint64_t>>	uncompr_f	25	134217728	6	105841	0	1073741824	0	0	104005	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	25	134217728	6	802223	270184	419692544	419692544	466181	45909	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	25	134217728	6	766134	244612	419430400	419430400	453329	47830	1
scalar<v64<uint64_t>>	uncompr_f	26	134217728	6	105804	0	1073741824	0	0	103958	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	26	134217728	6	775039	273150	436469760	436469760	441567	39779	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	26	134217728	6	767604	250841	436207616	436207616	455876	40463	1
scalar<v64<uint64_t>>	uncompr_f	27	134217728	6	105903	0	1073741824	0	0	104050	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	27	134217728	6	813055	283272	453246976	453246976	458924	49783	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	27	134217728	6	791994	262661	452984832	452984832	458659	49485	1
scalar<v64<uint64_t>>	uncompr_f	28	134217728	6	106064	0	1073741824	0	0	104197	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	28	134217728	6	810754	284912	470024192	470024192	450569	53454	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	28	134217728	6	781117	277228	469762048	469762048	439724	42316	1
scalar<v64<uint64_t>>	uncompr_f	29	134217728	6	105683	0	1073741824	0	0	103824	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	29	134217728	6	830408	304167	486801408	486801408	450819	52911	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	29	134217728	6	810814	271448	486539264	486539264	463872	52946	1
scalar<v64<uint64_t>>	uncompr_f	30	134217728	6	105931	0	1073741824	0	0	104063	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	30	134217728	6	818437	298917	503578624	503578624	446456	49920	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	30	134217728	6	802763	275700	503316480	503316480	456095	47817	1
scalar<v64<uint64_t>>	uncompr_f	31	134217728	6	105858	0	1073741824	0	0	103989	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	31	134217728	6	836963	305358	520355840	520355840	450950	56788	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	31	134217728	6	823419	293156	520093696	520093696	449385	56986	1
scalar<v64<uint64_t>>	uncompr_f	32	134217728	6	105802	0	1073741824	0	0	103930	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	32	134217728	6	835924	312035	537133056	537133056	453817	45680	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	32	134217728	6	805814	284209	536870912	536870912	450697	46366	1
scalar<v64<uint64_t>>	uncompr_f	33	134217728	6	105806	0	1073741824	0	0	103922	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	33	134217728	6	852245	329178	553910272	553910272	446698	51057	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	33	134217728	6	835137	297351	553648128	553648128	445363	67881	1
scalar<v64<uint64_t>>	uncompr_f	34	134217728	6	105761	0	1073741824	0	0	103876	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	34	134217728	6	872003	330549	570687488	570687488	463417	52187	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	34	134217728	6	843535	303150	570425344	570425344	459403	55108	1
scalar<v64<uint64_t>>	uncompr_f	35	134217728	6	105787	0	1073741824	0	0	103888	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	35	134217728	6	867869	332060	587464704	587464704	455599	53707	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	35	134217728	6	851619	307031	587202560	587202560	464591	53555	1
scalar<v64<uint64_t>>	uncompr_f	36	134217728	6	106044	0	1073741824	0	0	104147	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	36	134217728	6	871867	337338	604241920	604241920	453802	53524	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	36	134217728	6	871198	323908	603979776	603979776	449559	71013	1
scalar<v64<uint64_t>>	uncompr_f	37	134217728	6	106219	0	1073741824	0	0	104309	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	37	134217728	6	889917	346030	621019136	621019136	459451	56571	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	37	134217728	6	860727	323307	620756992	620756992	453118	56366	1
scalar<v64<uint64_t>>	uncompr_f	38	134217728	6	105972	0	1073741824	0	0	104062	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	38	134217728	6	898966	351245	637796352	637796352	459950	59219	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	38	134217728	6	871040	327513	637534208	637534208	453503	61438	1
scalar<v64<uint64_t>>	uncompr_f	39	134217728	6	105936	0	1073741824	0	0	104024	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	39	134217728	6	913106	369827	654573568	654573568	454829	59282	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	39	134217728	6	889393	334419	654311424	654311424	466671	59083	1
scalar<v64<uint64_t>>	uncompr_f	40	134217728	6	105906	0	1073741824	0	0	103982	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	40	134217728	6	915988	371590	671350784	671350784	455034	59491	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	40	134217728	6	893759	348475	671088640	671088640	455991	59377	1
scalar<v64<uint64_t>>	uncompr_f	41	134217728	6	105933	0	1073741824	0	0	104006	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	41	134217728	6	930390	380406	688128000	688128000	457550	61875	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	41	134217728	6	907648	358210	687865856	687865856	456974	61879	1
scalar<v64<uint64_t>>	uncompr_f	42	134217728	6	115544	0	1073741824	0	0	113609	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	42	134217728	6	949540	382485	704905216	704905216	470229	65612	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	42	134217728	6	915971	362473	704643072	704643072	457654	64694	1
scalar<v64<uint64_t>>	uncompr_f	43	134217728	6	106072	0	1073741824	0	0	104133	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	43	134217728	6	939562	383270	721682432	721682432	459347	64678	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	43	134217728	6	930812	358763	721420288	721420288	475676	64612	1
scalar<v64<uint64_t>>	uncompr_f	44	134217728	6	115548	0	1073741824	0	0	113605	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	44	134217728	6	964858	394652	738459648	738459648	471439	66182	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	44	134217728	6	933065	378146	738197504	738197504	457790	64593	1
scalar<v64<uint64_t>>	uncompr_f	45	134217728	6	106105	0	1073741824	0	0	104160	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	45	134217728	6	958708	395890	755236864	755236864	462116	67401	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	45	134217728	6	947057	385146	754974720	754974720	461295	67402	1
scalar<v64<uint64_t>>	uncompr_f	46	134217728	6	105877	0	1073741824	0	0	103922	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	46	134217728	6	990128	409186	772014080	772014080	474385	72734	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	46	134217728	6	955802	388201	771751936	771751936	462410	71463	1
scalar<v64<uint64_t>>	uncompr_f	47	134217728	6	105791	0	1073741824	0	0	103821	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	47	134217728	6	989001	410300	788791296	788791296	473929	70368	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	47	134217728	6	982047	396437	788529152	788529152	464792	86867	1
scalar<v64<uint64_t>>	uncompr_f	48	134217728	6	115276	0	1073741824	0	0	113309	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	48	134217728	6	980253	412274	805568512	805568512	463497	69484	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	48	134217728	6	965645	398047	805306368	805306368	463321	69348	1
scalar<v64<uint64_t>>	uncompr_f	49	134217728	6	105960	0	1073741824	0	0	103981	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	49	134217728	6	1012864	423008	822345728	822345728	481234	73100	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	49	134217728	6	991191	405716	822083584	822083584	477021	72908	1
scalar<v64<uint64_t>>	uncompr_f	50	134217728	6	105867	0	1073741824	0	0	103895	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	50	134217728	6	1024347	428307	839122944	839122944	479777	80175	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	50	134217728	6	1016734	413841	838860800	838860800	487191	79701	1
scalar<v64<uint64_t>>	uncompr_f	51	134217728	6	115265	0	1073741824	0	0	113271	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	51	134217728	6	1023354	441927	855900160	855900160	469005	75750	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	51	134217728	6	991207	410492	855638016	855638016	468110	75807	1
scalar<v64<uint64_t>>	uncompr_f	52	134217728	6	115554	0	1073741824	0	0	113564	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	52	134217728	6	1035535	440491	872677376	872677376	477935	79787	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	52	134217728	6	1001513	414810	872415232	872415232	469221	80102	1
scalar<v64<uint64_t>>	uncompr_f	53	134217728	6	105930	0	1073741824	0	0	103928	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	53	134217728	6	1057983	454425	889454592	889454592	472474	93669	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	53	134217728	6	1016070	420244	889192448	889192448	479745	78561	1
scalar<v64<uint64_t>>	uncompr_f	54	134217728	6	115524	0	1073741824	0	0	113527	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	54	134217728	6	1068293	454127	906231808	906231808	487174	88425	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	54	134217728	6	1032242	428113	905969664	905969664	477891	87840	1
scalar<v64<uint64_t>>	uncompr_f	55	134217728	6	115520	0	1073741824	0	0	113511	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	55	134217728	6	1062812	460035	923009024	923009024	482390	81352	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	55	134217728	6	1029230	434397	922746880	922746880	474458	81436	1
scalar<v64<uint64_t>>	uncompr_f	56	134217728	6	105958	0	1073741824	0	0	103954	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	56	134217728	6	1068752	465407	939786240	939786240	482591	81169	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	56	134217728	6	1058424	449623	939524096	939524096	487920	81403	1
scalar<v64<uint64_t>>	uncompr_f	57	134217728	6	106109	0	1073741824	0	0	104088	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	57	134217728	6	1083790	481405	956563456	956563456	478012	84243	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	57	134217728	6	1046415	446021	956301312	956301312	476041	84168	1
scalar<v64<uint64_t>>	uncompr_f	58	134217728	6	105907	0	1073741824	0	0	103888	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	58	134217728	6	1108407	487906	973340672	973340672	484544	95228	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	58	134217728	6	1071516	451640	973078528	973078528	483792	95437	1
scalar<v64<uint64_t>>	uncompr_f	59	134217728	6	105889	0	1073741824	0	0	103859	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	59	134217728	6	1103982	485993	990117888	990117888	489551	87098	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	59	134217728	6	1103522	479920	989855744	989855744	478914	86715	1
scalar<v64<uint64_t>>	uncompr_f	60	134217728	6	106015	0	1073741824	0	0	103987	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	60	134217728	6	1113533	494852	1006895104	1006895104	481301	95487	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	60	134217728	6	1099606	466734	1006632960	1006632960	493490	97592	1
scalar<v64<uint64_t>>	uncompr_f	61	134217728	6	106008	0	1073741824	0	0	103951	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	61	134217728	6	1138769	506727	1023672320	1023672320	482985	89911	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	61	134217728	6	1083245	469828	1023410176	1023410176	481545	89505	1
scalar<v64<uint64_t>>	uncompr_f	62	134217728	6	106099	0	1073741824	0	0	104056	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	62	134217728	6	1146809	515451	1040449536	1040449536	486477	101902	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	62	134217728	6	1124450	478278	1040187392	1040187392	500770	102438	1
scalar<v64<uint64_t>>	uncompr_f	63	134217728	6	115437	0	1073741824	0	0	113383	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	63	134217728	6	1147021	511235	1057226752	1057226752	499750	92458	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	63	134217728	6	1134193	495207	1056964608	1056964608	486958	108890	1
scalar<v64<uint64_t>>	uncompr_f	64	134217728	6	115450	0	1073741824	0	0	113388	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	64	134217728	6	1138765	521709	1074003968	1074003968	487158	85733	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	64	134217728	6	1095564	484490	1073741824	1073741824	482986	83993	1
scalar<v64<uint64_t>>	uncompr_f	1	134217728	7	105951	0	1073741824	0	0	103899	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	1	134217728	7	550040	110484	17039360	17039360	428288	7359	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	1	134217728	7	530680	90639	16777216	16777216	429733	7274	1
scalar<v64<uint64_t>>	uncompr_f	2	134217728	7	115507	0	1073741824	0	0	113450	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	2	134217728	7	569659	116016	33816576	33816576	441225	7485	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	2	134217728	7	552839	100173	33554432	33554432	440241	7423	1
scalar<v64<uint64_t>>	uncompr_f	3	134217728	7	115263	0	1073741824	0	0	113191	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	3	134217728	7	571270	123639	50593792	50593792	433488	8482	1
